Open time,BTCBUSD_Open,BTCBUSD_High,BTCBUSD_Low,BTCBUSD_Close,BUSDUSDT_Volume,ETHBUSD_Open,ETHBUSD_High,ETHBUSD_Low,ETHBUSD_Close,BNBUSDT_Open,BNBUSDT_High,BNBUSDT_Low,BNBUSDT_Close,BUSDTRY_Volume,BNBBUSD_Open,BNBBUSD_High,BNBBUSD_Low,BNBBUSD_Close,ADABUSD_Open,ADABUSD_High,ADABUSD_Low,ADABUSD_Close,XRPBUSD_Open,XRPBUSD_High,XRPBUSD_Low,XRPBUSD_Close,LTCBUSD_Open,LTCBUSD_High,LTCBUSD_Low,LTCBUSD_Close,LINKBUSD_Open,LINKBUSD_High,LINKBUSD_Low,LINKBUSD_Close,VETBUSD_Open,VETBUSD_High,VETBUSD_Low,VETBUSD_Close,VETBUSD_Volume,ETCBUSD_Open,ETCBUSD_High,ETCBUSD_Low,ETCBUSD_Close,EOSBUSD_Open,EOSBUSD_High,EOSBUSD_Low,EOSBUSD_Close,TRXBUSD_Open,TRXBUSD_High,TRXBUSD_Low,TRXBUSD_Close,BCHBUSD_Open,BCHBUSD_High,BCHBUSD_Low,BCHBUSD_Close,XLMBUSD_Open,XLMBUSD_High,XLMBUSD_Low,XLMBUSD_Close,QTUMBUSD_Open,QTUMBUSD_High,QTUMBUSD_Low,QTUMBUSD_Close
2020-06-24,9621.22,9663.41,9192.02,9283.97,34183085.73,243.1,249.03,230.69,234.17,16.3898,16.6481,15.95,15.9968,21236.96,16.3739,16.6326,15.9342,15.9734,0.08272,0.08702,0.07984,0.08251,0.1888,0.19006,0.18082,0.18324,44.12,44.63,42.05,42.6,4.8,4.9388,4.493,4.6991,0.008894,0.009252,0.008658,0.009001,23203364.0,6.3636,6.5094,6.1436,6.2164,2.5698,2.5954,2.452,2.4982,0.0165,0.0168,0.0156,0.01589,240.49,245.39,229.27,232.54,0.07088,0.07263,0.06782,0.06901,1.789,1.836,1.696,1.733
2020-06-25,9284.46,9333.66,8989.0,9242.26,26770218.04,234.27,235.14,227.21,232.41,16.0084,16.0816,15.5,15.906,15541.23,15.9642,16.0629,15.4736,15.8979,0.08237,0.08332,0.07858,0.08161,0.18297,0.18381,0.1785,0.1812,42.56,42.9,41.63,42.33,4.7008,4.83,4.5012,4.8229,0.008996,0.009172,0.008587,0.008902,11896096.0,6.2084,6.237,6.0466,6.1569,2.4944,2.5257,2.4318,2.4769,0.0159,0.01607,0.01538,0.01588,232.17,234.63,226.0,232.39,0.06862,0.06884,0.06537,0.06744,1.722,1.734,1.659,1.712
2020-06-26,9242.22,9289.62,9029.8,9152.93,30926827.05,232.24,233.33,227.34,229.32,15.9056,15.9996,15.5715,15.7694,8568.49,15.8975,15.9683,15.55,15.7403,0.0815,0.08172,0.07939,0.08059,0.18131,0.18676,0.17815,0.18226,42.3,43.5,41.27,43.15,4.8049,4.8564,4.6067,4.6783,0.008864,0.008999,0.008743,0.008911,9388689.0,6.1434,6.1611,5.9839,6.0402,2.4771,2.5107,2.3843,2.4779,0.01588,0.01601,0.01563,0.01582,232.09,233.42,227.91,230.5,0.06751,0.0685,0.0659,0.06672,1.717,1.732,1.654,1.68
2020-06-27,9153.18,9184.17,8822.0,9001.85,24687971.0,229.44,231.0,215.54,220.62,15.7696,15.8714,14.8,15.1242,15933.16,15.7387,15.8429,14.81,15.1115,0.08048,0.08086,0.07456,0.07739,0.18236,0.18329,0.16876,0.17503,42.95,43.03,39.0,41.18,4.6715,4.6823,4.3,4.4286,0.00892,0.009143,0.00825,0.008576,13228043.0,6.0329,6.0472,5.2943,5.5797,2.4765,2.4805,2.2002,2.3285,0.01582,0.01598,0.01484,0.01542,230.55,231.1,200.94,215.95,0.06669,0.06688,0.05869,0.06263,1.667,1.714,1.514,1.576
2020-06-28,9001.85,9187.28,8939.13,9111.79,16431918.15,220.67,227.85,218.28,224.8,15.123,15.4944,14.9249,15.3782,41477.93,15.1,15.4818,14.9081,15.3556,0.07726,0.08105,0.07622,0.08011,0.17465,0.17964,0.17336,0.17673,41.0,42.01,40.44,41.3,4.3896,4.6151,4.3589,4.5552,0.008577,0.008797,0.008424,0.008673,11666329.0,5.5817,5.8239,5.5555,5.7507,2.3255,2.4,2.3007,2.3653,0.01542,0.01596,0.01528,0.01576,216.09,225.21,213.44,222.46,0.06257,0.06493,0.06174,0.06418,1.576,1.649,1.54,1.616
2020-06-29,9111.98,9232.3,9015.39,9186.63,24111732.41,224.99,229.9,221.04,227.76,15.3714,15.5901,15.204,15.4656,3492.11,15.3816,15.5855,15.1765,15.4637,0.08029,0.08428,0.08028,0.08377,0.17714,0.1793,0.17478,0.17722,41.37,42.23,40.59,41.84,4.5728,4.6411,4.4248,4.6074,0.008653,0.008806,0.008458,0.008678,11184879.0,5.7489,5.8875,5.7276,5.8197,2.3658,2.4112,2.3232,2.3796,0.01576,0.01636,0.01575,0.01619,222.81,227.24,218.2,225.12,0.06434,0.06536,0.06291,0.06508,1.615,1.686,1.593,1.674
2020-06-30,9186.95,9199.81,9055.92,9134.64,18627904.93,227.9,228.59,222.78,225.4,15.4674,15.5476,15.2519,15.3838,4105.79,15.467,15.5303,15.2448,15.3945,0.08397,0.08464,0.08129,0.08297,0.17746,0.17755,0.17478,0.17531,41.89,42.04,40.76,41.23,4.6301,4.6521,4.539,4.5722,0.008664,0.008888,0.008584,0.008828,9527894.0,5.832,5.8464,5.6763,5.7313,2.38,2.3872,2.342,2.3669,0.01619,0.01658,0.01617,0.01637,225.37,225.93,220.4,221.97,0.06507,0.06738,0.06396,0.0668,1.674,1.676,1.625,1.645
2020-07-01,9134.52,9292.92,9086.56,9232.97,26164499.6,225.37,232.7,224.14,231.04,15.3959,15.8888,15.3363,15.8144,40548.35,15.397,15.8754,15.3365,15.8123,0.08293,0.097,0.08238,0.09678,0.17512,0.17823,0.1738,0.1765,41.08,42.0,40.98,41.76,4.5464,4.73,4.5188,4.6977,0.008808,0.00951,0.008684,0.009433,22054378.0,5.7252,5.7811,5.6271,5.7143,2.3658,2.4027,2.3539,2.3782,0.01636,0.017,0.0162,0.01686,222.07,226.77,220.57,223.77,0.06645,0.06949,0.06602,0.06831,1.631,1.678,1.614,1.658
2020-07-02,9232.98,9263.76,8935.95,9086.99,26564423.08,231.07,232.07,222.95,226.41,15.8123,15.9796,15.0743,15.3634,59292.56,15.8145,15.96,15.0632,15.3681,0.09662,0.09662,0.08765,0.09294,0.17647,0.17727,0.17219,0.17474,41.76,41.89,40.31,41.05,4.7162,4.9086,4.6111,4.8107,0.009448,0.009755,0.009141,0.009554,27451090.0,5.7208,5.7834,5.547,5.6388,2.3757,2.3866,2.3042,2.3571,0.01687,0.01724,0.01616,0.01661,223.76,225.57,216.94,219.68,0.06852,0.07087,0.0663,0.06778,1.662,1.692,1.6,1.651
2020-07-03,9086.99,9123.12,9030.0,9056.24,19478452.23,226.42,228.23,224.28,224.9,15.364,15.488,15.2484,15.2863,3724.8,15.3644,15.4829,15.26,15.2824,0.09282,0.102,0.09233,0.09657,0.17457,0.17857,0.17437,0.17629,40.97,41.68,40.89,41.17,4.8037,4.8913,4.7099,4.728,0.009516,0.010461,0.009498,0.010218,29439805.0,5.6341,5.7279,5.5999,5.6581,2.3592,2.4522,2.3502,2.4179,0.01658,0.01688,0.0165,0.01663,219.59,223.54,219.08,220.95,0.06741,0.06865,0.06641,0.06703,1.65,1.676,1.631,1.637
2020-07-04,9057.45,9191.47,9042.81,9137.72,15824496.72,224.85,230.64,224.48,229.19,15.2856,15.6399,15.2239,15.5548,5446.75,15.2858,15.6322,15.2153,15.5375,0.09644,0.10113,0.09597,0.10003,0.17607,0.17958,0.17597,0.1781,41.13,42.21,41.08,42.08,4.7262,4.8485,4.7221,4.8042,0.010215,0.012985,0.010176,0.012533,58981338.0,5.646,5.748,5.6371,5.6788,2.4141,2.494,2.4102,2.4608,0.01661,0.0169,0.01658,0.01682,220.62,226.67,220.19,225.15,0.06686,0.0685,0.06637,0.06799,1.646,1.694,1.637,1.693
2020-07-05,9137.28,9145.09,8904.69,9073.03,17975886.47,229.22,229.79,223.42,227.54,15.5579,15.6135,15.1,15.4885,862.21,15.5407,15.6028,15.1228,15.4861,0.1001,0.10012,0.09435,0.09815,0.17808,0.17873,0.174,0.17712,42.15,42.19,40.66,41.62,4.827,4.827,4.6229,4.7507,0.012514,0.016886,0.011942,0.014318,286057007.0,5.7044,5.7178,5.5296,5.6565,2.46,2.4705,2.3278,2.4072,0.01682,0.01701,0.01634,0.01689,225.28,225.84,216.08,222.2,0.06806,0.06806,0.06493,0.06719,1.694,1.784,1.652,1.775
2020-07-06,9073.03,9372.63,9059.49,9343.16,31186338.7,227.64,241.87,227.03,241.59,15.4865,16.3496,15.4401,16.311,13656.66,15.4869,16.3293,15.4444,16.3193,0.09815,0.10667,0.09728,0.10506,0.17719,0.1892,0.17647,0.18872,41.61,44.27,41.54,44.11,4.7507,5.4677,4.7464,5.366,0.014301,0.015948,0.014083,0.014464,93604492.0,5.6608,6.1838,5.6503,6.1055,2.4119,2.6376,2.4017,2.6106,0.0169,0.01815,0.0169,0.01802,222.26,243.21,221.89,242.29,0.06734,0.07218,0.06654,0.07174,1.772,1.83,1.752,1.82
2020-07-07,9343.08,9377.78,9204.08,9256.05,27207265.18,241.6,243.75,234.57,239.33,16.312,16.8757,16.0301,16.8048,19767.0,16.319,16.867,16.047,16.7862,0.10522,0.11889,0.10296,0.11738,0.18868,0.18968,0.18309,0.18507,44.05,44.46,43.06,43.28,5.3613,5.8926,5.3416,5.7027,0.01443,0.017782,0.01443,0.017308,51194822.0,6.104,6.316,5.964,6.2187,2.6105,2.6268,2.5228,2.5578,0.01801,0.01812,0.01712,0.01722,242.37,244.05,235.09,237.52,0.07174,0.07428,0.07027,0.07338,1.82,1.829,1.751,1.804
2020-07-08,9256.13,9472.0,9231.58,9439.67,39763682.66,239.37,248.99,237.85,247.02,16.7995,17.455,16.5683,17.2819,13853.82,16.7826,17.4384,16.6069,17.2623,0.11773,0.13785,0.11485,0.13004,0.18459,0.20671,0.18384,0.20552,43.14,45.6,43.14,45.35,5.7156,6.5536,5.5983,6.4906,0.017371,0.021929,0.016773,0.020083,186048029.0,6.2218,6.6334,6.1231,6.6334,2.5612,2.703,2.5399,2.6802,0.01718,0.01814,0.01684,0.01792,237.89,245.87,236.02,243.22,0.07314,0.08559,0.07263,0.08543,1.804,2.1,1.789,2.022
2020-07-09,9439.7,9443.67,9156.51,9231.53,35476695.49,247.02,247.54,237.9,241.99,17.2819,17.5,16.4088,16.8274,6550.13,17.2624,17.4893,16.4387,16.8155,0.12974,0.12975,0.11753,0.12395,0.20516,0.21157,0.19699,0.20256,45.4,45.85,43.59,44.36,6.49,6.49,5.705,6.0881,0.019885,0.019949,0.016944,0.018234,103190668.0,6.6094,6.7959,6.3959,6.6458,2.6775,2.7253,2.5789,2.6469,0.0179,0.01915,0.01754,0.01855,243.35,245.5,233.01,238.16,0.08522,0.09822,0.08345,0.09032,2.016,2.178,1.937,2.133
2020-07-10,9231.39,9315.0,9118.89,9286.71,33354546.24,241.95,242.11,235.61,241.12,16.8278,17.331,16.4438,17.3123,16684.27,16.8167,17.3265,16.4263,17.2884,0.12421,0.12421,0.11019,0.11851,0.20264,0.20264,0.19239,0.19902,44.27,44.56,43.45,44.29,6.0794,6.1995,5.7122,6.1394,0.018023,0.01939,0.014941,0.017135,127367329.0,6.6459,6.646,6.2521,6.3801,2.6438,2.647,2.5723,2.6209,0.0185,0.01868,0.0178,0.01813,238.05,240.04,232.48,238.18,0.09,0.09098,0.08238,0.08893,2.11,2.117,1.954,2.038
2020-07-11,9287.04,9298.74,9178.88,9231.22,18535301.17,241.12,241.55,237.51,239.14,17.3133,17.6888,17.018,17.6205,13632.36,17.2868,17.6609,17.0204,17.6097,0.11841,0.12707,0.11774,0.12523,0.19908,0.20468,0.19798,0.201,44.31,44.73,43.87,44.63,6.1649,6.2493,5.9634,6.1081,0.017137,0.0187,0.016602,0.018548,55292850.0,6.3875,6.5796,6.3817,6.5036,2.6233,2.6391,2.5872,2.6187,0.01813,0.01886,0.01812,0.01835,238.43,239.28,234.7,236.64,0.08894,0.10138,0.08864,0.09411,2.037,2.095,2.004,2.077
2020-07-12,9231.22,9349.8,9156.96,9301.96,26105043.76,239.18,243.94,236.68,242.82,17.6205,18.59,17.5928,18.2994,6171.78,17.6079,18.6,17.5931,18.285,0.12518,0.12876,0.12049,0.12684,0.20107,0.2039,0.19784,0.20108,44.71,45.25,43.75,44.71,6.1059,7.3732,6.1059,7.3355,0.01851,0.018705,0.017351,0.018164,29341378.0,6.504,6.5593,6.353,6.4614,2.6202,2.6555,2.5646,2.618,0.01838,0.01852,0.0179,0.01817,236.61,239.2,232.13,237.36,0.09419,0.09775,0.08971,0.09529,2.077,2.099,1.964,2.04
2020-07-13,9301.96,9340.0,9197.44,9235.92,36533396.26,242.85,245.17,237.28,239.39,18.3036,18.9999,17.7282,18.4046,6580.93,18.2985,18.981,17.7241,18.3996,0.12696,0.13604,0.12079,0.12427,0.2013,0.2065,0.19214,0.19862,44.74,45.52,42.64,43.9,7.3233,8.4889,6.8409,7.1568,0.018091,0.019799,0.017971,0.018454,59205283.0,6.4672,6.5567,6.1594,6.2991,2.6175,2.6478,2.4402,2.5522,0.01819,0.01839,0.01701,0.01756,237.53,237.83,223.9,232.0,0.09553,0.09812,0.0867,0.09038,2.041,2.26,2.032,2.211
2020-07-14,9235.91,9274.61,9106.11,9253.41,32412198.03,239.38,242.03,236.77,240.4,18.4007,18.77,17.8266,18.079,3566.5,18.3813,18.7301,17.8294,18.0846,0.12402,0.1349,0.12083,0.13249,0.19841,0.1997,0.19489,0.19912,43.85,44.04,42.85,43.88,7.1679,8.334,6.9565,8.1036,0.018407,0.01879,0.0173,0.018406,31296598.0,6.2938,6.3263,6.1655,6.326,2.5489,2.5742,2.5044,2.5586,0.01749,0.01775,0.01706,0.01765,231.93,231.93,226.26,230.12,0.08956,0.09257,0.08558,0.09213,2.211,2.385,2.12,2.353
2020-07-15,9253.42,9272.66,9151.22,9187.9,30615046.98,240.42,241.37,236.63,238.34,18.079,18.1538,17.4194,17.6351,6438.92,18.0816,18.1326,17.4285,17.6086,0.1325,0.1327,0.12737,0.13044,0.19902,0.19974,0.19629,0.19694,43.9,44.04,42.85,43.32,8.0899,8.8979,7.8422,8.6267,0.01851,0.01985,0.018466,0.018986,33033617.0,6.326,6.3567,6.1819,6.2191,2.5571,2.5666,2.5062,2.5339,0.01764,0.01775,0.01743,0.01754,229.88,230.65,225.7,227.13,0.09228,0.09636,0.08747,0.0943,2.351,2.474,2.28,2.295
2020-07-16,9187.97,9216.91,9031.87,9127.31,34149648.15,238.36,239.16,229.72,233.45,17.6351,17.7618,16.5473,17.1647,9577.16,17.608,17.72,16.515,17.1508,0.13055,0.13308,0.11834,0.12591,0.19703,0.19741,0.18814,0.19409,43.23,43.42,40.86,42.07,8.6482,8.8534,7.9741,8.3455,0.019016,0.019374,0.017127,0.01801,33637397.0,6.2253,6.2612,5.9,6.0244,2.5326,2.5555,2.4318,2.4975,0.01755,0.01761,0.01661,0.01718,227.19,227.83,216.81,224.04,0.09457,0.1038,0.08796,0.1018,2.294,2.336,2.112,2.302
2020-07-17,9127.34,9177.2,9078.43,9151.61,26605076.7,233.45,234.53,231.53,232.66,17.1647,17.4825,16.9354,17.0676,6533.04,17.1432,17.462,16.9496,17.0681,0.126,0.12654,0.12172,0.12247,0.19441,0.19811,0.19112,0.19439,42.07,42.42,41.7,41.91,8.3844,8.6189,8.2,8.2633,0.018052,0.019098,0.017802,0.018252,13750574.0,6.0311,6.1067,5.9674,6.0254,2.4984,2.5204,2.4724,2.4942,0.01716,0.01733,0.01701,0.01717,224.07,225.0,221.64,222.65,0.10208,0.10741,0.09872,0.10391,2.312,2.413,2.272,2.4
2020-07-18,9151.57,9210.73,9120.46,9172.42,25105396.31,232.55,236.88,232.24,235.64,17.0675,17.3247,16.8122,17.1507,6746.45,17.0493,17.3163,16.81,17.1349,0.122,0.12476,0.11825,0.12265,0.19438,0.2022,0.19391,0.19987,41.85,42.85,41.74,42.49,8.2548,8.2548,7.6953,7.9742,0.018149,0.018674,0.017876,0.01814,8460761.0,6.0244,6.1231,5.9431,6.0519,2.4914,2.52,2.4796,2.5045,0.01716,0.01744,0.017,0.01742,222.47,226.62,222.19,224.45,0.10371,0.10434,0.09865,0.10068,2.383,2.415,2.311,2.369
2020-07-19,9172.31,9235.0,9102.3,9211.93,25889002.04,235.66,239.87,233.31,239.09,17.1542,18.098,16.89,18.0154,5568.44,17.1373,18.0832,16.8985,18.0,0.1225,0.12471,0.12118,0.12403,0.19992,0.20202,0.19578,0.19961,42.45,42.87,41.87,42.64,7.9596,8.2071,7.7816,8.0836,0.018185,0.018355,0.017315,0.01803,13380010.0,6.0489,6.1229,5.9579,6.0944,2.5042,2.6102,2.47,2.5831,0.01741,0.01758,0.01717,0.01753,224.33,228.82,220.17,227.72,0.10061,0.10234,0.09669,0.10012,2.366,2.384,2.295,2.345
2020-07-20,9211.53,9223.04,9129.49,9162.54,32404645.73,239.09,239.76,234.08,236.07,18.0166,18.34,17.235,17.4645,6763.39,18.0046,18.3163,17.2675,17.4597,0.12404,0.12422,0.11577,0.11777,0.19966,0.20024,0.19204,0.19482,42.7,42.78,41.41,42.0,8.0913,8.1271,7.0953,7.2418,0.01803,0.01805,0.015928,0.016055,28671263.0,6.1037,6.1849,6.0,6.0295,2.5835,2.6106,2.5338,2.5646,0.01753,0.01756,0.01692,0.01717,228.05,228.51,220.86,222.96,0.10022,0.10182,0.09344,0.09462,2.348,2.35,2.21,2.227
2020-07-21,9162.51,9438.0,9153.48,9396.79,42272210.2,236.0,246.9,235.61,245.76,17.4645,17.9799,17.4,17.7285,15866.06,17.4581,17.99,17.4001,17.7344,0.11772,0.12464,0.11687,0.12324,0.19471,0.20099,0.19397,0.1996,41.95,44.11,41.92,43.78,7.2082,7.669,6.94,7.3018,0.016056,0.018284,0.015911,0.017557,33415039.0,6.0244,6.1959,6.0244,6.1959,2.5612,2.6333,2.5555,2.6229,0.01717,0.01772,0.01714,0.01763,222.63,232.38,222.28,230.33,0.09394,0.09841,0.09393,0.09664,2.211,2.353,2.175,2.353
2020-07-22,9396.79,9563.06,9277.67,9532.6,42081331.26,245.75,270.06,241.73,264.15,17.7268,18.1151,17.45,18.09,14904.64,17.738,18.1428,17.4642,18.1105,0.12317,0.12481,0.12045,0.12409,0.19966,0.20475,0.19607,0.2038,43.75,45.16,43.22,45.11,7.3047,7.6419,7.093,7.479,0.01748,0.01777,0.017016,0.017556,9242672.0,6.1916,6.4052,6.106,6.3641,2.6242,2.6692,2.58,2.6616,0.01763,0.018,0.01736,0.01795,230.53,240.21,227.67,240.15,0.09641,0.09803,0.09402,0.09766,2.348,2.407,2.283,2.389
2020-07-23,9532.19,9676.62,9449.11,9613.95,53747239.27,264.3,280.28,260.0,275.67,18.095,18.77,18.043,18.75,38391.03,18.1171,18.7703,18.0737,18.7703,0.12403,0.12645,0.12354,0.1239,0.20383,0.21046,0.20181,0.20872,45.01,45.72,44.56,44.97,7.4629,8.1051,7.4164,7.9175,0.017539,0.017889,0.017225,0.017392,10074177.0,6.3762,6.4953,6.3076,6.4498,2.6627,2.6922,2.6276,2.6567,0.01796,0.01808,0.01776,0.0179,240.34,243.34,235.48,238.67,0.09757,0.10153,0.09707,0.09806,2.375,2.401,2.332,2.354
2020-07-24,9613.81,9647.48,9474.98,9550.42,48562933.04,275.59,287.7,268.08,279.41,18.7508,19.55,18.235,19.1853,10886.75,18.7689,19.8417,18.2467,19.1947,0.12436,0.1246,0.12074,0.12217,0.2086,0.20879,0.20212,0.20438,44.97,44.98,43.99,44.19,7.904,7.9366,7.3914,7.443,0.0174,0.0174,0.016714,0.017002,9560730.0,6.4444,6.4465,6.2192,6.2585,2.6533,2.6544,2.5587,2.5985,0.01792,0.01829,0.01748,0.01795,238.51,239.25,232.73,235.45,0.09769,0.09783,0.09469,0.09592,2.356,2.356,2.29,2.29
2020-07-25,9550.41,9747.18,9535.46,9710.08,43590008.87,279.53,309.23,279.53,305.65,19.1878,20.0434,19.1451,19.8242,8802.96,19.206,20.0526,19.1603,19.83,0.1224,0.14592,0.1224,0.14344,0.20422,0.2177,0.2038,0.21477,44.2,49.56,44.2,49.19,7.4331,7.8033,7.3895,7.6821,0.016996,0.018412,0.01692,0.018215,15102836.0,6.2568,6.7318,6.2568,6.687,2.5994,2.7498,2.596,2.7315,0.01795,0.0189,0.01793,0.01878,235.62,253.91,235.06,251.38,0.09592,0.1015,0.09526,0.10095,2.291,2.431,2.291,2.407
2020-07-26,9710.16,10170.7,9659.05,9939.36,64828450.89,305.56,320.0,300.03,311.34,19.8196,20.49,19.2639,19.5557,17222.05,19.8287,20.3258,19.3158,19.5707,0.14325,0.15466,0.14014,0.14853,0.21493,0.22519,0.21298,0.21537,49.16,50.79,47.65,48.15,7.6702,7.95,7.2,7.501,0.018144,0.018462,0.017275,0.017563,10885565.0,6.6956,6.8914,6.4852,6.6339,2.7295,2.8105,2.6838,2.7132,0.01877,0.01938,0.01828,0.01853,251.49,258.11,244.44,247.53,0.101,0.10595,0.09741,0.0991,2.411,2.484,2.304,2.358
2020-07-27,9939.38,11420.86,9931.61,11050.92,111946663.09,311.39,333.97,311.27,322.45,19.5524,20.1999,18.4,19.7474,198566.95,19.5707,20.2755,18.421,19.7935,0.14871,0.14993,0.13013,0.13882,0.21544,0.2296,0.20906,0.22466,48.11,55.98,46.9,53.36,7.501,7.501,6.5349,7.0983,0.017563,0.017618,0.014951,0.015652,65393987.0,6.6432,7.3617,6.639,7.1326,2.7142,2.93,2.6389,2.8486,0.01853,0.0192,0.01764,0.01877,247.86,275.76,247.63,269.0,0.09913,0.10007,0.08835,0.09481,2.356,2.372,2.207,2.326
2020-07-28,11050.92,11262.77,10577.0,10925.77,84734940.58,322.48,327.38,306.15,317.29,19.7489,20.6834,19.4281,20.1732,70300.65,19.7965,20.7148,19.4686,20.1893,0.13882,0.15102,0.1343,0.14929,0.22485,0.235,0.21743,0.23068,53.42,58.0,51.72,55.85,7.1057,7.4282,6.93,7.2444,0.015768,0.016652,0.015459,0.015931,19960614.0,7.131,7.4014,6.835,7.2273,2.8545,3.0808,2.78,3.0024,0.0188,0.01953,0.0182,0.01916,269.34,297.6,265.02,289.58,0.09483,0.09854,0.09351,0.09743,2.328,2.397,2.252,2.382
2020-07-29,10925.48,11352.63,10850.0,11111.67,59910221.78,317.37,325.35,312.87,318.04,20.1692,20.4091,19.7404,19.899,36680.59,20.2006,21.1775,19.7693,19.8965,0.14937,0.15016,0.13842,0.13984,0.2307,0.25048,0.22955,0.24342,55.92,56.99,54.69,55.22,7.2366,7.494,6.9897,7.1,0.01596,0.0164,0.015362,0.015597,15051361.0,7.2264,7.55,7.1547,7.2763,3.0024,3.1478,2.9537,3.0261,0.01924,0.01999,0.01898,0.01917,289.66,294.52,285.54,287.89,0.09722,0.09969,0.09455,0.09512,2.382,2.451,2.345,2.347
2020-07-30,11111.67,11187.91,10828.27,11109.09,83478807.81,318.02,342.32,314.36,335.12,19.8926,20.0995,19.5111,19.97,14619.97,19.9101,20.1172,19.5316,19.9942,0.13984,0.14332,0.13703,0.14085,0.24341,0.24985,0.23468,0.24455,55.12,58.74,53.9,56.76,7.0902,7.5796,7.0347,7.4081,0.015552,0.017813,0.01535,0.017336,24758056.0,7.2656,7.4856,7.011,7.3443,3.0219,3.1039,2.9575,3.0495,0.01913,0.01942,0.01867,0.0192,287.85,300.63,280.05,291.88,0.09486,0.09754,0.09451,0.09676,2.366,2.407,2.31,2.376
2020-07-31,11109.16,11458.39,10968.53,11352.64,72800236.73,335.11,349.85,328.66,346.82,19.97,20.855,19.9102,20.6615,31295.83,20.0011,20.8538,19.92,20.686,0.14082,0.14139,0.13585,0.13897,0.24421,0.26083,0.24195,0.25984,56.83,59.29,55.85,58.23,7.42,7.8661,7.42,7.8152,0.017368,0.018447,0.016768,0.017237,32489291.0,7.357,7.5871,7.2567,7.4138,3.0494,3.144,3.01,3.0987,0.01925,0.0198,0.01897,0.01971,291.87,306.57,287.41,301.1,0.09632,0.09718,0.09509,0.09694,2.381,2.432,2.353,2.427
2020-08-01,11352.34,11883.03,11235.0,11815.45,99326693.6,346.97,393.51,343.64,387.55,20.6637,21.74,20.51,21.6168,58142.1,20.6875,21.765,20.5749,21.6464,0.13897,0.14713,0.13834,0.14424,0.25976,0.29807,0.25608,0.29137,58.22,62.35,57.61,61.73,7.8162,8.48,7.6438,8.33,0.017239,0.017522,0.016794,0.017358,17669677.0,7.4102,7.9711,7.3234,7.8375,3.0975,3.3273,3.0763,3.3067,0.01973,0.02082,0.01943,0.02057,301.04,321.89,298.48,319.77,0.09723,0.10912,0.09685,0.10784,2.428,2.661,2.405,2.66
2020-08-02,11815.91,12120.69,10540.74,11071.15,100742663.57,387.55,416.14,325.0,372.4,21.6204,22.1832,19.1,20.9898,167578.15,21.6464,22.2121,19.1457,20.9539,0.14428,0.14861,0.12562,0.13383,0.29128,0.32622,0.248,0.28782,61.68,65.24,52.1,56.83,8.3399,8.7918,6.8996,8.301,0.017379,0.017391,0.015159,0.01614,27077167.0,7.8413,8.317,6.5165,7.19,3.3057,3.496,2.525,2.9422,0.02046,0.02134,0.0176,0.01908,319.67,338.12,239.0,283.83,0.10766,0.11639,0.08901,0.10282,2.638,2.72,2.272,2.409
2020-08-03,11071.52,11482.96,10935.33,11229.96,66234654.76,372.38,398.21,366.9,386.24,20.9899,22.5,20.7,22.0504,44032.94,20.9742,22.4999,20.7,22.0621,0.13388,0.13926,0.13188,0.13739,0.28809,0.32041,0.28369,0.31014,56.74,60.04,55.64,58.54,8.2983,9.2738,8.1533,9.2295,0.016132,0.01683,0.016,0.016724,9853604.0,7.2033,7.3716,7.0531,7.1633,2.9487,3.125,2.9037,3.0486,0.01908,0.02015,0.0188,0.01988,284.07,304.77,279.6,297.18,0.10252,0.10924,0.10109,0.10516,2.401,2.699,2.374,2.619
2020-08-04,11230.17,11424.2,11009.82,11197.44,72615202.58,386.25,403.26,380.66,389.81,22.0622,22.4433,21.41,22.2818,51728.75,22.0563,22.44,21.4683,22.3033,0.13747,0.14819,0.13603,0.14338,0.31045,0.31947,0.29053,0.3013,58.62,59.64,56.36,57.61,9.2502,9.9683,9.0849,9.8742,0.01674,0.018894,0.016636,0.018704,41912081.0,7.1826,7.2779,7.0099,7.1449,3.052,3.105,2.9602,3.0327,0.01993,0.02067,0.01989,0.02037,296.97,303.29,281.42,288.13,0.10581,0.11172,0.10542,0.1102,2.641,2.917,2.641,2.853
2020-08-05,11197.83,11797.0,11090.0,11756.82,76926896.8,389.81,407.55,384.0,401.12,22.2967,23.54,22.0566,23.2728,89111.65,22.3134,23.5324,22.0654,23.289,0.14348,0.14558,0.14,0.14244,0.30156,0.30832,0.29083,0.30277,57.66,59.9,56.77,58.93,9.8577,9.8577,9.33,9.5493,0.018768,0.019368,0.017889,0.018811,38730813.0,7.1449,7.3639,7.0566,7.2246,3.0384,3.1022,3.0,3.0561,0.02039,0.02072,0.02005,0.02035,288.24,298.63,284.0,294.0,0.11038,0.11153,0.10627,0.1075,2.85,2.884,2.742,2.777
