Open time,EURUSD_Open,EURUSD_High,EURUSD_Low,EURUSD_Close,USDJPY_Open,USDJPY_High,USDJPY_Low,USDJPY_Close,GBPUSD_Open,GBPUSD_High,GBPUSD_Low,GBPUSD_Close,AUDUSD_Open,AUDUSD_High,AUDUSD_Low,AUDUSD_Close,USDCHF_Open,USDCHF_High,USDCHF_Low,USDCHF_Close,USDCAD_Open,USDCAD_High,USDCAD_Low,USDCAD_Close,NZDUSD_Open,NZDUSD_High,NZDUSD_Low,NZDUSD_Close,EURGBP_Open,EURGBP_High,EURGBP_Low,EURGBP_Close,EURJPY_Open,EURJPY_High,EURJPY_Low,EURJPY_Close,GBPJPY_Open,GBPJPY_High,GBPJPY_Low,GBPJPY_Close,AUDJPY_Open,AUDJPY_High,AUDJPY_Low,AUDJPY_Close,EURAUD_Open,EURAUD_High,EURAUD_Low,EURAUD_Close,CHFJPY_Open,CHFJPY_High,CHFJPY_Low,CHFJPY_Close,USDSEK_Open,USDSEK_High,USDSEK_Low,USDSEK_Close,USDNOK_Open,USDNOK_High,USDNOK_Low,USDNOK_Close,USDTRY_Open,USDTRY_High,USDTRY_Low,USDTRY_Close,EURTRY_Open,EURTRY_High,EURTRY_Low,EURTRY_Close,USDZAR_Open,USDZAR_High,USDZAR_Low,USDZAR_Close
2020-01-01,1.1220825910568235,1.1228384971618652,1.115946888923645,1.1220825910568235,108.68000030517578,111.41000366210938,108.62999725341795,108.68099975585938,1.3254003524780271,1.3270995616912842,1.3218770027160645,1.326259970664978,0.7015082240104675,0.7045001983642578,0.7015082240104675,0.7017002105712891,0.9672999978065492,0.9692000150680542,0.9664999842643738,0.967199981212616,1.3001999855041504,1.3011000156402588,1.2919299602508545,1.3001999855041504,0.6785798072814941,0.6785798072814941,0.6723001003265381,0.6785798072814941,0.8460999727249146,0.847100019454956,0.8312900066375732,0.8461999893188477,121.97000122070312,122.08999633789062,121.31999969482422,121.97000122070312,144.6678009033203,145.30723571777344,144.00999450683594,144.4199981689453,76.2300033569336,76.74315643310547,75.89517211914062,76.20999908447266,1.5995999574661257,1.5997999906539917,1.5846999883651731,1.5993000268936155,112.63999938964844,112.63999938964844,110.6780014038086,112.63999938964844,9.170109748840332,9.221710205078123,9.13735008239746,9.170809745788574,8.357110023498535,8.35713005065918,8.266539573669434,8.357110023498535,5.947800159454346,5.947800159454346,5.946800231933594,5.947800159454346,6.66949987411499,6.66949987411499,6.66949987411499,6.66949987411499,13.99590015411377,13.999199867248535,13.521200180053713,13.99590015411377
2020-01-02,1.1218937635421753,1.12271249294281,1.116682052612305,1.1220825910568235,108.71399688720705,108.86000061035156,108.22100067138672,108.71299743652344,1.3250473737716677,1.3267878293991089,1.312508225440979,1.3250298500061035,0.7018922567367554,0.7020997405052185,0.6981300115585327,0.7019514441490173,0.9676799774169922,0.9722899794578552,0.9674999713897704,0.9674999713897704,1.297510027885437,1.3006999492645264,1.2968699932098389,1.2972999811172483,0.6737091541290283,0.6740315556526184,0.6686592698097229,0.6737182140350342,0.8466299772262573,0.8512499928474426,0.84579998254776,0.8465700149536133,121.96900177001952,122.01499938964844,120.9990005493164,121.9729995727539,144.0290069580078,144.16900634765625,142.2760009765625,144.04800415039062,76.2969970703125,76.3010025024414,75.67400360107422,76.302001953125,1.5982799530029297,1.6022299528121948,1.5972000360488892,1.5981899499893188,112.30699920654295,112.37712860107422,111.5,112.31199645996094,9.344499588012695,9.374320030212402,9.319000244140623,9.339400291442873,8.77029037475586,8.812009811401367,8.754830360412598,8.769969940185547,5.946199893951416,5.958399772644043,5.943049907684326,5.946300029754639,6.668960094451904,6.680970191955566,6.6488800048828125,6.672890186309815,13.995100021362305,14.131400108337402,13.919300079345703,14.002920150756836
2020-01-03,1.1170812845230105,1.118067979812622,1.112569808959961,1.1171437501907349,108.54000091552734,108.5510025024414,107.91500091552734,108.54299926757812,1.314388632774353,1.316118597984314,1.305483102798462,1.3152703046798706,0.6983698606491089,0.6986606121063232,0.6931399703025818,0.6985191702842712,0.9713699817657472,0.97434002161026,0.9687899947166444,0.9711999893188475,1.2983700037002563,1.3004100322723389,1.296120047569275,1.29830002784729,0.6699404120445251,0.6700401306152344,0.6646196842193604,0.6700212359428406,0.8496000170707703,0.8542199730873108,0.8492000102996826,0.8495000004768372,121.23999786376952,121.2770004272461,120.1750030517578,121.24500274658205,142.6490020751953,142.73699951171875,141.0229949951172,142.70799255371094,75.79499816894531,75.79499816894531,74.86100006103516,75.7959976196289,1.5994800329208374,1.606029987335205,1.5994800329208374,1.5994399785995483,111.7239990234375,111.73699951171876,110.90486145019533,111.6999969482422,9.366060256958008,9.458319664001465,9.34963035583496,9.36139965057373,8.793299674987793,8.853480339050293,8.789329528808594,8.790900230407715,5.954500198364258,5.976799964904785,5.952000141143799,5.955699920654297,6.652719974517822,6.677279949188232,6.647900104522705,6.65038013458252,14.088600158691406,14.364999771118164,14.072999954223633,14.07800006866455
2020-01-06,1.1162458658218384,1.120824933052063,1.1158099174499512,1.1161960363388062,107.9990005493164,108.41000366210938,107.9219970703125,107.96399688720705,1.3081300258636477,1.3173998594284058,1.3065404891967771,1.308010220527649,0.6947290897369385,0.695900022983551,0.6926023364067078,0.694420337677002,0.9715200066566468,0.9715700149536132,0.9682000279426576,0.9714800119400024,1.2987200021743774,1.29885995388031,1.2963000535964966,1.2986600399017334,0.6658498644828796,0.6680999994277954,0.6645578145980835,0.665530800819397,0.8532500267028809,0.8543999791145325,0.8492699861526489,0.8532900214195251,120.54299926757812,121.26599884033205,120.4749984741211,120.5009994506836,141.26100158691406,142.72900390625,141.1199951171875,141.2010040283203,75.02400207519531,75.1989974975586,74.85299682617188,74.96499633789062,1.606619954109192,1.614959955215454,1.6049000024795532,1.6072299480438232,111.15286254882812,111.86134338378906,111.11699676513672,111.12100219726562,9.409339904785156,9.430100440979004,9.385600090026855,9.409680366516112,8.833499908447266,8.852060317993164,8.787030220031738,8.834199905395508,5.96806001663208,5.975900173187256,5.963990211486816,5.967959880828857,6.661630153656006,6.695670127868652,6.660600185394287,6.661340236663818,14.320500373840332,14.366399765014648,14.20009994506836,14.318249702453612
2020-01-07,1.1195825338363647,1.1199462413787842,1.1134865283966064,1.1197994947433472,108.41100311279295,108.61699676513672,108.26100158691406,108.40599822998048,1.3171932697296145,1.3212134838104248,1.3096375465393066,1.317002534866333,0.6937198638916016,0.6940998435020447,0.6861110925674438,0.693731427192688,0.9684900045394896,0.9728099703788756,0.9682999849319458,0.968500018119812,1.2964099645614624,1.3029299974441528,1.295699954032898,1.2963900566101074,0.6669201254844666,0.6679999828338623,0.662651002407074,0.6669512391090393,0.8499100208282471,0.8526099920272827,0.8466600179672241,0.8499799966812134,121.36799621582033,121.44000244140624,120.78700256347656,121.36000061035156,142.77699279785156,143.2729949951172,142.03399658203125,142.7729949951172,75.20099639892578,75.25599670410156,74.36799621582031,75.19599914550781,1.6137200593948364,1.6269400119781494,1.6125999689102173,1.6137499809265137,111.9156265258789,111.97834777832033,111.52999877929688,111.93802642822266,9.400679588317873,9.463520050048828,9.388489723205566,9.403499603271484,8.79088020324707,8.862649917602539,8.775970458984375,8.791500091552734,5.968900203704834,5.976280212402344,5.950789928436279,5.968999862670898,6.680019855499268,6.6834001541137695,6.648019790649414,6.68209981918335,14.201800346374512,14.33769989013672,14.125900268554688,14.202699661254885
2020-01-08,1.1155734062194824,1.1165200471878052,1.111086368560791,1.1154738664627075,107.97799682617188,109.08899688720705,107.65699768066406,108.01599884033205,1.311131477355957,1.3169505596160889,1.3082668781280518,1.31137216091156,0.6859510540962219,0.6885999441146851,0.684969961643219,0.6860399842262268,0.9687399864196776,0.9732199907302856,0.9664999842643738,0.9688299894332886,1.3001400232315063,1.304309964179993,1.2976499795913696,1.3003100156784058,0.6630904078483582,0.6672316193580627,0.6619316339492798,0.6631211638450623,0.8506900072097778,0.8514900207519531,0.84552001953125,0.8505300283432007,120.43499755859376,121.23699951171876,120.1750030517578,120.48500061035156,141.55999755859375,142.94700622558594,141.13499450683594,141.63900756835938,74.06199645996094,74.96800231933594,73.75,74.08999633789062,1.6259599924087524,1.6292200088500977,1.6167999505996704,1.6257599592208862,111.43800354003906,112.12657928466795,111.3441390991211,111.47899627685548,9.4681396484375,9.474900245666504,9.42255973815918,9.468910217285156,8.856180191040039,8.875510215759277,8.832839965820312,8.858610153198242,5.97599983215332,5.983500003814697,5.911330223083496,5.974370002746582,6.663609981536865,6.676350116729736,6.571229934692383,6.663209915161133,14.361900329589844,14.443300247192385,14.159299850463867,14.355199813842772
2020-01-09,1.1114444732666016,1.1122233867645264,1.1095085144042969,1.1113210916519165,109.04900360107422,109.57599639892578,109.04900360107422,109.03099822998048,1.3105816841125488,1.312456488609314,1.3015071153640747,1.3105130195617676,0.6875403523445129,0.688069760799408,0.6851999759674072,0.6873801350593567,0.9731900095939636,0.9746599793434144,0.9710999727249146,0.973200023174286,1.3035199642181396,1.3103899955749512,1.3025000095367432,1.3036500215530396,0.6656105518341064,0.6659297347068787,0.6601099967956543,0.6654289960861206,0.8479999899864197,0.8531799912452698,0.847000002861023,0.8478999733924866,121.2030029296875,121.6750030517578,121.16000366210938,121.16899871826172,142.906005859375,143.447998046875,142.4199981689453,142.875,74.96900177001953,75.18900299072266,74.9520034790039,74.94000244140625,1.6164699792861938,1.6205600500106812,1.6154999732971191,1.6165900230407717,112.03299713134766,112.69200134277344,112.02799987792967,112.00700378417967,9.44890022277832,9.499919891357422,9.440199851989746,9.451530456542969,8.864399909973145,8.90153980255127,8.851340293884277,8.86536979675293,5.90880012512207,5.925469875335693,5.855199813842773,5.908899784088135,6.561639785766602,6.590980052947998,6.499780178070068,6.5605998039245605,14.166099548339844,14.22819995880127,14.092300415039062,14.156490325927734
2020-01-10,1.1109259128570557,1.1120996475219729,1.108622908592224,1.1111111640930176,109.4990005493164,109.6750030517578,109.45600128173828,109.50700378417967,1.3069332838058472,1.309569001197815,1.3049379587173462,1.3070186376571655,0.6854385137557983,0.6906697154045105,0.6851192116737366,0.6853210926055908,0.9732800126075744,0.9761499762535096,0.9722999930381776,0.9731199741363524,1.3062399625778198,1.307520031929016,1.302970051765442,1.306249976158142,0.6607900261878967,0.6641296744346619,0.6603406071662903,0.6607987880706787,0.8499000072479248,0.8515999913215637,0.8478999733924866,0.8499500155448914,121.6449966430664,121.81700134277344,121.52999877929688,121.65399932861328,143.1020050048828,143.48800659179688,142.8699951171875,143.11000061035156,75.04199981689453,75.66100311279297,75.02400207519531,75.03900146484375,1.6208000183105469,1.6211899518966677,1.6092100143432615,1.6205999851226809,112.50775146484376,112.65312957763672,112.28524017333984,112.51399993896484,9.484740257263184,9.519379615783691,9.4753999710083,9.485600471496582,8.87695026397705,8.910030364990234,8.869500160217285,8.877400398254395,5.878399848937988,5.894800186157227,5.860129833221436,5.877299785614014,6.527599811553955,6.5428900718688965,6.509419918060303,6.52646017074585,14.212900161743164,14.293399810791016,14.164400100708008,14.212900161743164
2020-01-13,1.1116546392440796,1.114466905593872,1.1114075183868408,1.111666917800903,109.53399658203124,109.93499755859376,109.53199768066406,109.56600189208984,1.3043761253356934,1.3046314716339111,1.2961931228637695,1.3045634031295776,0.689812183380127,0.6922000646591187,0.689560055732727,0.6900601387023926,0.9731400012969972,0.9735699892044068,0.9695000052452089,0.9731400012969972,1.306689977645874,1.3067500591278076,1.3032000064849854,1.3065400123596191,0.6635788679122925,0.6654002070426941,0.6622384786605835,0.6637682318687439,0.8521599769592285,0.8581600189208984,0.852150022983551,0.8521299958229065,121.75599670410156,122.47699737548828,121.75,121.79199981689452,142.8509979248047,142.96200561523438,142.38099670410156,142.91200256347656,75.55000305175781,75.9990005493164,75.55000305175781,75.59700012207031,1.611430048942566,1.6128699779510498,1.607699990272522,1.6108700037002563,112.54100036621094,113.33200073242188,112.51500701904295,112.55937957763672,9.500249862670898,9.527259826660156,9.46339988708496,9.50160026550293,8.889399528503418,8.916009902954102,8.862000465393066,8.890899658203125,5.876570224761963,5.877900123596191,5.852049827575684,5.875329971313477,6.532149791717529,6.538269996643066,6.504819869995117,6.5323100090026855,14.32192039489746,14.470399856567385,14.290499687194824,14.33014965057373
2020-01-14,1.1134493350982666,1.1145787239074707,1.11055588722229,1.1135733127593994,110.0,110.1709976196289,109.89099884033205,109.99199676513672,1.298770546913147,1.3018969297409058,1.2956725358963013,1.2988194227218628,0.6897698044776917,0.6909999847412109,0.6886497735977173,0.6898902058601379,0.9708999991416932,0.9712600111961364,0.9667999744415284,0.9707000255584716,1.3056199550628662,1.307770013809204,1.3047000169754028,1.3055599927902222,0.662659764289856,0.6634511351585388,0.6605019569396973,0.6626817584037781,0.8572400212287903,0.8595399856567383,0.8546000123023987,0.8573200106620789,122.47200012207033,122.71600341796876,122.19000244140624,122.47599792480467,142.85299682617188,143.2469940185547,142.4499969482422,142.8470001220703,75.87000274658203,76.06500244140625,75.76000213623047,75.87699890136719,1.6141200065612793,1.6166900396347046,1.608649969100952,1.613980054855347,113.28199768066406,113.74299621582033,113.2689971923828,113.2715301513672,9.465020179748535,9.477490425109863,9.446100234985352,9.464630126953123,8.887140274047852,8.904250144958496,8.868650436401367,8.888299942016602,5.865699768066406,5.89900016784668,5.8618998527526855,5.865499973297119,6.528069972991943,6.570990085601807,6.526569843292236,6.528659820556641,14.380820274353027,14.490599632263184,14.347599983215332,14.378399848937988
